Chemical,Label
NCGC00260830-01,0.13374750316143036
NCGC00261113-01,0.03627695143222809
NCGC00261327-01,0.03554719313979149
NCGC00261602-01,0.6857401132583618
NCGC00260858-01,0.9253091812133789
NCGC00261071-01,0.3774286210536957
NCGC00261076-01,0.02699427492916584
NCGC00261192-01,0.03177130967378616
NCGC00261495-01,0.22475235164165497
NCGC00261577-01,0.566482663154602
NCGC00261510-01,0.04985663294792175
NCGC00261679-01,0.7490039467811584
NCGC00261941-01,0.634209930896759
NCGC00261343-01,0.023061949759721756
NCGC00261607-01,0.23852474987506866
NCGC00261782-01,0.6025381088256836
NCGC00261914-01,0.13275040686130524
NCGC00261475-01,0.06469147652387619
NCGC00261764-01,0.3189588785171509
NCGC00261802-01,0.5692556500434875
NCGC00260795-01,0.2676306366920471
NCGC00261352-01,0.8325592279434204
NCGC00261009-01,0.9043066501617432
NCGC00261944-01,0.8244622945785522
NCGC00261166-01,0.7970129251480103
NCGC00261332-01,0.8843334913253784
NCGC00261333-01,0.13648608326911926
NCGC00261260-01,0.799613893032074
NCGC00261915-01,0.5718898773193359
NCGC00261682-01,0.6309000253677368
NCGC00261049-01,0.013944579288363457
NCGC00260910-01,0.02037680894136429
NCGC00261272-01,0.40525421500205994
NCGC00260708-01,0.006278101820498705
NCGC00261390-01,0.006004501134157181
NCGC00260948-01,0.008455531671643257
NCGC00261840-01,0.004867858719080687
NCGC00260881-01,4.298509520594962e-05
NCGC00261153-01,0.021687882021069527
NCGC00261406-01,0.007614065892994404
NCGC00261053-01,0.0006639678031206131
NCGC00261129-01,0.002005321905016899
NCGC00261381-01,0.31985026597976685
NCGC00261426-01,0.975477933883667
NCGC00260979-01,0.09744414687156677
NCGC00260993-01,0.09572792053222656
NCGC00261108-01,0.07624784857034683
NCGC00261441-01,0.0037064552307128906
NCGC00261877-01,0.30431073904037476
NCGC00260815-01,0.004263585899025202
NCGC00261542-01,0.17143630981445312
NCGC00261958-01,0.006616746075451374
NCGC00261787-01,0.024306070059537888
NCGC00261065-01,0.7601814270019531
NCGC00261804-01,0.18278586864471436
NCGC00260875-01,0.05541114881634712
NCGC00261451-01,0.08488716930150986
NCGC00261739-01,0.44479936361312866
NCGC00261382-01,0.08031725138425827
NCGC00261663-01,0.026298455893993378
NCGC00260892-01,0.2970612645149231
NCGC00261297-01,0.4676395356655121
NCGC00261321-01,0.35116061568260193
NCGC00261446-01,0.8303808569908142
NCGC00261474-01,0.9477576613426208
NCGC00260834-01,0.0025334032252430916
NCGC00260840-01,0.009137372486293316
NCGC00260947-01,0.1487557291984558
NCGC00261080-01,0.0025491646956652403
NCGC00261563-01,0.007753548678010702
NCGC00261873-01,0.029537321999669075
NCGC00260803-01,0.15761487185955048
NCGC00260833-01,0.07767964154481888
NCGC00261008-01,0.0672667846083641
NCGC00261155-01,0.033647321164608
NCGC00261643-01,0.15337073802947998
NCGC00261037-01,0.1820659041404724
NCGC00261126-01,0.592589795589447
NCGC00260871-01,0.488965779542923
NCGC00260713-01,0.08597669750452042
NCGC00261487-01,0.08213593810796738
NCGC00261545-01,0.16458480060100555
NCGC00261480-01,0.1850614994764328
NCGC00261838-01,0.4973606467247009
NCGC00261627-01,0.005323406308889389
NCGC00261639-01,0.00020864003454335034
NCGC00261177-01,0.07546636462211609
NCGC00260692-01,0.002656732453033328
NCGC00260775-01,0.03787878155708313
NCGC00260876-01,0.0007015108712948859
NCGC00261598-01,0.0013361794408410788
NCGC00260707-01,0.029535066336393356
NCGC00261554-01,0.8182264566421509
NCGC00261713-01,0.9315474629402161
NCGC00261737-01,0.2566497325897217
NCGC00261882-01,0.2714667022228241
NCGC00261933-01,0.045730333775281906
NCGC00261201-01,0.005845061969012022
NCGC00261398-01,0.006986601743847132
NCGC00261601-01,0.0064378040842711926
NCGC00261003-01,0.008892112411558628
NCGC00261019-01,0.0017430343432351947
NCGC00261519-01,0.0025558588095009327
NCGC00261732-01,0.0026986110024154186
NCGC00261718-01,0.014864319935441017
NCGC00260743-01,6.027253402862698e-05
NCGC00260751-01,0.029201356694102287
NCGC00260867-01,1.3936338291387074e-05
NCGC00260982-01,0.0494643971323967
NCGC00261176-01,0.006456407718360424
NCGC00261289-01,0.0006504894117824733
NCGC00261440-01,0.018135564401745796
NCGC00261657-01,0.01843486726284027
NCGC00260822-01,0.8531543016433716
NCGC00261142-01,0.13652683794498444
NCGC00261582-01,0.00276673655025661
NCGC00261825-01,0.19423817098140717
NCGC00261833-01,0.09534533321857452
NCGC00261835-01,0.10212145000696182
NCGC00261860-01,0.07094184309244156
NCGC00261906-01,0.2147802710533142
NCGC00261916-01,0.28073063492774963
NCGC00261939-01,0.048154570162296295
NCGC00261869-01,0.0031250491738319397
NCGC00261163-01,0.017435278743505478
NCGC00261653-01,0.014572522602975368
NCGC00261248-01,0.08451784402132034
NCGC00260770-01,0.020528947934508324
NCGC00261013-01,0.1541214883327484
NCGC00261910-01,0.5735268592834473
NCGC00261686-01,0.006280440371483564
NCGC00261147-01,0.0037102075293660164
NCGC00261578-01,0.004560478031635284
NCGC00261336-01,0.13487596809864044
NCGC00261593-01,0.029983919113874435
NCGC00260821-01,0.0019037077436223626
NCGC00261007-01,0.00029761550831608474
NCGC00261246-01,0.007206239737570286
NCGC00261949-01,0.0008956681122072041
NCGC00260890-01,0.07400926202535629
NCGC00261294-01,0.016758227720856667
NCGC00261330-01,0.022636035457253456
NCGC00261470-01,0.01033081952482462
NCGC00260691-01,0.012717325240373611
NCGC00261693-01,0.002814650535583496
NCGC00261293-01,7.727845513727516e-06
NCGC00261018-01,0.23943740129470825
NCGC00261075-01,0.5376538038253784
NCGC00261150-01,0.18112221360206604
NCGC00261767-01,0.0550740621984005
NCGC00261824-01,0.010252031497657299
NCGC00261146-01,0.04124147817492485
NCGC00260817-01,0.027997031807899475
NCGC00261161-01,0.11986807733774185
NCGC00260728-01,0.12289093434810638
NCGC00261286-01,0.3628804385662079
NCGC00261254-01,0.10168284177780151
NCGC00261261-01,0.03804737702012062
NCGC00261691-01,0.028590640053153038
NCGC00261921-01,0.09354792535305023
NCGC00260962-01,0.022125113755464554
NCGC00261028-01,0.25718680024147034
NCGC00261349-01,0.20719438791275024
NCGC00261583-01,0.6355164051055908
NCGC00261672-01,0.17148175835609436
NCGC00261620-01,0.17556710541248322
NCGC00261141-01,0.1618172973394394
NCGC00261752-01,0.17646782100200653
NCGC00261828-01,0.296809583902359
NCGC00261913-01,0.014205454848706722
NCGC00261473-01,0.09933850169181824
NCGC00356953-01,0.24690333008766174
NCGC00357009-01,5.0067414122167975e-05
NCGC00357188-01,0.4236336052417755
NCGC00357201-01,0.9215400815010071
NCGC00357189-01,0.0006011222139932215
NCGC00357163-01,0.007459185551851988
NCGC00357001-01,0.00022881758923176676
NCGC00357030-01,0.00022169416479300708
NCGC00357123-01,0.10698827356100082
NCGC00357004-01,0.05997534096240997
NCGC00357103-01,0.004094823729246855
NCGC00357289-01,0.14731091260910034
NCGC00357082-01,0.47469377517700195
NCGC00356999-01,0.08141602575778961
NCGC00357116-01,0.14566555619239807
NCGC00357010-01,0.3528653681278229
NCGC00357171-01,0.0038233958184719086
NCGC00356964-01,0.004351933486759663
NCGC00356995-01,0.0026545224245637655
NCGC00357062-01,0.016686590015888215
NCGC00357205-01,0.20805393159389496
NCGC00357185-01,0.02364860661327839
NCGC00357028-01,0.6547760963439941
NCGC00357064-01,0.006770209409296513
NCGC00357196-01,0.24697010219097137
NCGC00357271-01,0.20743490755558014
NCGC00357198-01,0.005765839479863644
NCGC00357079-01,0.0012780275428667665
NCGC00356984-01,0.3523622751235962
NCGC00357080-01,0.009162035770714283
NCGC00357173-01,0.002153530716896057
NCGC00357277-01,0.0779082253575325
NCGC00357240-01,1.3756294720224105e-05
NCGC00357145-01,0.01274250727146864
NCGC00357157-01,0.0009381191921420395
NCGC00357160-01,2.5779681891435757e-06
NCGC00357107-01,2.7815999601443764e-06
NCGC00357106-01,6.998296157689765e-06
NCGC00357047-01,5.735115701099858e-05
NCGC00357174-01,0.005546330939978361
NCGC00357090-01,0.004528750199824572
NCGC00357204-01,0.0016698994440957904
NCGC00357214-01,0.011450204066932201
NCGC00357124-01,0.010460978373885155
NCGC00356983-01,0.011669354513287544
NCGC00357092-01,0.009109918028116226
NCGC00357042-01,0.0017144106095656753
NCGC00357036-01,2.712351715672412e-06
NCGC00357089-01,0.009407526813447475
NCGC00357170-01,0.00453148502856493
NCGC00357132-01,0.003295888425782323
NCGC00357265-01,0.0037486033979803324
NCGC00357260-01,0.00288763758726418
NCGC00357023-01,0.008953291922807693
NCGC00357114-01,0.025157606229186058
NCGC00357033-01,0.010490106418728828
NCGC00357120-01,0.004904807545244694
NCGC00356963-01,0.0068153864704072475
NCGC00357055-01,0.21891376376152039
NCGC00357139-01,0.09665806591510773
NCGC00357026-01,0.016686590015888215
NCGC00357242-01,0.25349846482276917
NCGC00357161-01,0.0026807193644344807
NCGC00357279-01,0.04154514893889427
NCGC00357288-01,0.9539164900779724
NCGC00356973-01,0.0006832825602032244
NCGC00357143-01,0.0009264650871045887
NCGC00357182-01,0.0010865103686228395
NCGC00356971-01,0.011691185645759106
NCGC00357084-01,0.00943522434681654
NCGC00357112-01,0.006799370050430298
NCGC00356962-01,0.011486845090985298
NCGC00356993-01,0.12828485667705536
NCGC00357284-01,0.2905825078487396
NCGC00357046-01,0.15791496634483337
NCGC00357000-01,0.011171655729413033
NCGC00357012-01,0.5432184934616089
NCGC00356939-01,0.02212550677359104
NCGC00356955-01,0.010294838808476925
NCGC00357262-01,0.024261057376861572
NCGC00356991-01,0.0069217015989124775
NCGC00357203-01,0.09017323702573776
NCGC00357049-01,0.005607808008790016
NCGC00357164-01,0.0062117804773151875
NCGC00357073-01,0.012123772874474525
NCGC00357043-01,0.007419255096465349
NCGC00357269-01,0.0017798691987991333
NCGC00357266-01,0.025143835693597794
NCGC00357076-01,0.0013979817740619183
NCGC00357153-01,0.2786898612976074
NCGC00357138-01,0.007385679520666599
NCGC00357071-01,0.016602283343672752
NCGC00357274-01,0.005604035686701536
NCGC00356981-01,0.0038335539866238832
NCGC00357278-01,0.0019461661577224731
NCGC00357113-01,0.0014491616748273373
NCGC00357218-01,0.11216122657060623
NCGC00357048-01,0.0044617606326937675
NCGC00357162-01,0.004237635526806116
NCGC00356941-01,0.0008237560978159308
NCGC00357184-01,0.0008131721406243742
NCGC00357238-01,0.11884968727827072
NCGC00357220-01,0.0463748425245285
NCGC00357252-01,0.07769747823476791
NCGC00357159-01,0.00364451645873487
NCGC00356947-01,0.0018393252976238728
NCGC00357063-01,0.01391796488314867
NCGC00356982-01,0.005579509772360325
NCGC00357219-01,0.5144928097724915
NCGC00357037-01,0.010271646082401276
NCGC00356975-01,0.005789471790194511
NCGC00357169-01,0.0071273380890488625
NCGC00357022-01,0.00041094509651884437
NCGC00357165-01,0.0077291433699429035
NCGC00357122-01,0.10747086256742477
NCGC00357212-01,0.4142930805683136
NCGC00357263-01,0.8834187388420105
NCGC00357052-01,0.040992580354213715
NCGC00356952-01,0.06828868389129639
NCGC00357225-01,0.0010204279096797109
NCGC00356944-01,0.011559190228581429
NCGC00357053-01,0.0036601959727704525
NCGC00357202-01,0.006824193522334099
NCGC00357013-01,0.9658538699150085
NCGC00357131-01,0.004195034969598055
NCGC00357127-01,0.004417321179062128
NCGC00357147-01,0.009702463634312153
NCGC00357267-01,0.006234797183424234
NCGC00356979-01,0.0056740520521998405
NCGC00357179-01,0.006234257016330957
NCGC00356945-01,0.0010624065762385726
NCGC00357068-01,0.04964057728648186
NCGC00357002-01,0.02178085595369339
NCGC00356974-01,0.01655961386859417
NCGC00357109-01,0.9795243144035339
NCGC00356988-01,0.2922219932079315
NCGC00357117-01,0.8034371137619019
NCGC00357239-01,0.0009288772707805037
NCGC00356961-01,0.040680818259716034
NCGC00356966-01,0.008248286321759224
NCGC00356996-01,0.001004424411803484
NCGC00356950-01,0.3242691457271576
NCGC00356969-01,0.006115983705967665
NCGC00357050-01,0.00636048661544919
NCGC00357258-01,0.006580771878361702
NCGC00357186-01,0.000708951847627759
NCGC00357115-01,0.010820357128977776
NCGC00356940-01,0.33084264397621155
NCGC00357130-01,0.011699319817125797
NCGC00356959-01,0.011581013910472393
NCGC00356985-01,0.003712961683049798
NCGC00357125-01,0.010570069774985313
NCGC00357270-01,0.00026758687454275787
NCGC00357031-01,0.0054572271183133125
NCGC00357137-01,0.024541106075048447
NCGC00357102-01,0.005880198907107115
NCGC00357228-01,0.02378506399691105
NCGC00356965-01,0.8975698351860046
NCGC00357151-01,0.021492045372724533
NCGC00357280-01,0.3032824397087097
NCGC00357097-01,0.19057197868824005
NCGC00357272-01,0.016164934262633324
NCGC00357229-01,0.015201657079160213
NCGC00357200-01,0.003599178045988083
NCGC00357273-01,0.3527463674545288
NCGC00357088-01,0.019013570621609688
NCGC00357101-01,0.01129897776991129
NCGC00357287-01,0.02339593693614006
NCGC00357253-01,0.34426650404930115
NCGC00357177-01,0.3781764805316925
NCGC00357152-01,0.00019317891565151513
NCGC00357140-01,0.9667601585388184
NCGC00357086-01,0.0003052802348975092
NCGC00357150-01,0.0038449466228485107
NCGC00357040-01,0.0027370969764888287
NCGC00357172-01,0.12524132430553436
NCGC00357135-01,0.0007943829405121505
NCGC00357207-01,0.00011878129589604214
NCGC00356990-01,0.03922903165221214
NCGC00357276-01,0.006716467440128326
NCGC00357016-01,0.007819021120667458
NCGC00357247-01,0.007088225334882736
NCGC00357286-01,0.021869558840990067
NCGC00357255-01,0.5288669466972351
NCGC00357025-01,0.006753348745405674
NCGC00357008-01,0.02300707809627056
NCGC00357128-01,0.4936491847038269
NCGC00356978-01,0.018742894753813744
NCGC00357072-01,0.741773247718811
NCGC00357195-01,0.007956946268677711
NCGC00357215-01,0.004650684539228678
NCGC00357038-01,0.5821196436882019
NCGC00357208-01,0.0416567288339138
NCGC00357099-01,0.0416567288339138
NCGC00357007-01,0.020527433604002
NCGC00356989-01,0.1015624850988388
NCGC00357246-01,0.009008212015032768
NCGC00357081-01,0.1649143546819687
NCGC00357281-01,0.024589568376541138
NCGC00357244-01,0.0011720149777829647
NCGC00357194-01,0.014174439013004303
NCGC00357193-01,0.001835910719819367
NCGC00357006-01,0.010767453350126743
NCGC00357041-01,0.0018941269954666495
NCGC00357074-01,0.00020483750267885625
NCGC00357166-01,0.030064782127738
NCGC00357070-01,0.00018052253290079534
NCGC00357222-01,0.04980286583304405
NCGC00357245-01,0.00042424106504768133
NCGC00357217-01,3.985247531090863e-06
NCGC00357015-01,5.532559043786023e-06
NCGC00357261-01,8.232043910538778e-06
NCGC00357060-01,0.007204792927950621
NCGC00357104-01,0.009220515377819538
NCGC00357176-01,0.012702981941401958
NCGC00357187-01,0.11406999826431274
NCGC00357066-01,0.0027254102751612663
NCGC00357216-01,0.05528763681650162
NCGC00357148-01,0.9790738821029663
NCGC00357078-01,0.016169141978025436
NCGC00357027-01,0.019266484305262566
NCGC00357180-01,0.9085288047790527
NCGC00356946-01,0.17335495352745056
NCGC00356970-01,0.25646665692329407
NCGC00357191-01,0.011311408132314682
NCGC00357077-01,0.028385940939188004
NCGC00357069-01,0.0004762100870721042
NCGC00356958-01,0.5233505368232727
NCGC00357121-01,0.0536639578640461
NCGC00357067-01,0.0338190495967865
NCGC00357243-01,0.4844503104686737
NCGC00357100-01,0.002157854149118066
NCGC00356960-01,0.007437100633978844
NCGC00357136-01,0.0010128190042451024
NCGC00357158-01,0.0009301631362177432
NCGC00357126-01,0.7702592611312866
NCGC00357110-01,0.5894805788993835
NCGC00357178-01,0.7741370797157288
NCGC00357167-01,0.794396162033081
NCGC00357096-01,0.40730762481689453
NCGC00357230-01,0.8808645606040955
NCGC00357257-01,0.016335798427462578
NCGC00356951-01,0.1250120997428894
NCGC00357241-01,0.00038657200639136136
NCGC00357024-01,0.0003303010016679764
NCGC00357233-01,0.0003303010016679764
NCGC00357197-01,0.0002987241605296731
NCGC00357142-01,0.001507221139036119
NCGC00357231-01,5.139288532518549e-06
NCGC00357044-01,0.03442203626036644
NCGC00357209-01,0.7583974003791809
NCGC00357045-01,0.6432170867919922
NCGC00357075-01,0.18780557811260223
NCGC00356938-01,0.07902970165014267
NCGC00357065-01,0.026125138625502586
NCGC00357094-01,0.040737539529800415
NCGC00357083-01,0.10005558282136917
NCGC00357085-01,0.2082168310880661
NCGC00357236-01,0.4292837381362915
NCGC00357035-01,0.0058877551928162575
NCGC00357108-01,0.004876257386058569
NCGC00357235-01,0.04370969161391258
NCGC00357224-01,0.13598953187465668
NCGC00357211-01,0.011014807038009167
NCGC00357039-01,0.0064304606057703495
NCGC00357264-01,0.006132105365395546
NCGC00357285-01,0.037746135145425797
NCGC00357032-01,0.012354583479464054
NCGC00357059-01,0.01697871834039688
NCGC00357061-01,0.01934528350830078
NCGC00357190-01,0.05607054755091667
NCGC00356943-01,0.08372446894645691
NCGC00357005-01,0.02544570155441761
NCGC00357251-01,0.07286927849054337
NCGC00356992-01,0.054052598774433136
NCGC00357254-01,0.007919911295175552
NCGC00357199-01,0.014854799024760723
NCGC00356957-01,0.07516854256391525
NCGC00356968-01,0.06590122729539871
NCGC00357268-01,0.0615355521440506
NCGC00357256-01,0.004008967895060778
NCGC00357141-01,0.013202710077166557
NCGC00357093-01,0.028353039175271988
NCGC00357087-01,0.02835681475698948
NCGC00357223-01,0.04014892876148224
NCGC00357119-01,0.002703574253246188
NCGC00357003-01,0.008450128138065338
NCGC00357275-01,0.5924093127250671
NCGC00357014-01,0.7589405179023743
NCGC00357011-01,0.9548215866088867
NCGC00356976-01,0.8026964068412781
NCGC00357175-01,0.5095035433769226
NCGC00357021-01,0.002282313536852598
NCGC00357221-01,0.41800743341445923
NCGC00356972-01,0.0003922305768355727
NCGC00357133-01,0.000797812535893172
NCGC00357056-01,0.06693483144044876
NCGC00356980-01,0.0008416741038672626
NCGC00357206-01,0.014154489152133465
NCGC00357250-01,0.36359742283821106
NCGC00356997-01,0.04203663021326065
NCGC00356998-01,0.06233120337128639
NCGC00357282-01,0.003945622127503157
NCGC00356948-01,0.003234654664993286
NCGC00357054-01,0.029432883486151695
NCGC00356956-01,0.05465145781636238
NCGC00356994-01,0.5331283211708069
NCGC00357234-01,0.17373885214328766
NCGC00357111-01,0.4736071825027466
NCGC00357155-01,0.4616326689720154
NCGC00357098-01,0.09134799987077713
NCGC00357156-01,0.0318886898458004
NCGC00357019-01,0.06620854884386063
NCGC00357095-01,0.03368610143661499
NCGC00357226-01,0.04941926524043083
NCGC00357249-01,0.9298779964447021
NCGC00357017-01,0.6480780839920044
NCGC00357259-01,0.1395273357629776
NCGC00357051-01,0.762741208076477
NCGC00356954-01,0.0009269675938412547
NCGC00357020-01,0.010156749747693539
NCGC00357168-01,0.0023071207106113434
NCGC00357283-01,0.0030663979705423117
NCGC00357210-01,0.010755203664302826
NCGC00357118-01,0.30722078680992126
NCGC00357144-01,0.021163275465369225
